"","pmfile","meanvalue","nrows"
"224","Datafiles/specdata/224.csv",0.523205882352941,730
"225","Datafiles/specdata/225.csv",0.884231350574713,2922
"226","Datafiles/specdata/226.csv",0.439800588235294,730
"227","Datafiles/specdata/227.csv",0.74594101754386,2922
"228","Datafiles/specdata/228.csv",0.956516039426523,2557
"229","Datafiles/specdata/229.csv",1.07629753914989,1826
"230","Datafiles/specdata/230.csv",0.972776153846154,1461
"231","Datafiles/specdata/231.csv",1.660983014862,3652
"232","Datafiles/specdata/232.csv",1.66249493813273,3652
"233","Datafiles/specdata/233.csv",1.39119424460432,1095
"234","Datafiles/specdata/234.csv",1.54325291828794,2922
"235","Datafiles/specdata/235.csv",4.44541666666667,365
"236","Datafiles/specdata/236.csv",2.09288461538462,730
"237","Datafiles/specdata/237.csv",2.20992176870748,1461
"238","Datafiles/specdata/238.csv",1.07035135135135,730
"239","Datafiles/specdata/239.csv",1.49393946731235,3287
"240","Datafiles/specdata/240.csv",3.01191116504854,3287
"241","Datafiles/specdata/241.csv",2.4893667405765,3287
"242","Datafiles/specdata/242.csv",2.09405714285714,2922
"243","Datafiles/specdata/243.csv",1.52820873786408,3287
"244","Datafiles/specdata/244.csv",1.27783632286996,3287
"245","Datafiles/specdata/245.csv",3.40819495412844,3287
"246","Datafiles/specdata/246.csv",1.79510833333333,3287
"247","Datafiles/specdata/247.csv",1.50836783919598,1461
"248","Datafiles/specdata/248.csv",2.00553424418605,4018
"249","Datafiles/specdata/249.csv",2.0858354978355,2191
"250","Datafiles/specdata/250.csv",2.21213186813187,1461
"251","Datafiles/specdata/251.csv",0.709481481481481,365
"252","Datafiles/specdata/252.csv",0.97452759295499,3652
"253","Datafiles/specdata/253.csv",1.32241033834586,3652
"254","Datafiles/specdata/254.csv",2.54116872246696,3287
"255","Datafiles/specdata/255.csv",1.05974759036145,3287
"256","Datafiles/specdata/256.csv",1.08616666666667,1096
"257","Datafiles/specdata/257.csv",0.650072747497219,3652
"258","Datafiles/specdata/258.csv",0.673907333333333,3652
"259","Datafiles/specdata/259.csv",0.738144736842105,731
"260","Datafiles/specdata/260.csv",0.873471794871795,2922
"261","Datafiles/specdata/261.csv",0.716596,730
"262","Datafiles/specdata/262.csv",0.864948,2556
"263","Datafiles/specdata/263.csv",2.01903324099723,2922
"264","Datafiles/specdata/264.csv",1.23497272727273,730
"265","Datafiles/specdata/265.csv",1.19477149321267,3287
